# x	y	u	v	flags	mask
9.4118e-01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
1.8824e+00	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
2.8235e+00	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.7647e+00	5.9294e+01	0.0000e+00	-0.0000e+00	0.0000e+00	0.0000e+00
4.7059e+00	5.9294e+01	0.0000e+00	-0.0000e+00	0.0000e+00	0.0000e+00
5.6471e+00	5.9294e+01	0.0000e+00	-0.0000e+00	0.0000e+00	0.0000e+00
6.5882e+00	5.9294e+01	4.6825e-01	1.2972e+00	0.0000e+00	0.0000e+00
7.5294e+00	5.9294e+01	7.4567e-01	-1.4851e+00	0.0000e+00	0.0000e+00
8.4706e+00	5.9294e+01	-2.7736e-02	-6.0992e-01	0.0000e+00	0.0000e+00
9.4118e+00	5.9294e+01	-4.0851e-02	7.4052e+00	0.0000e+00	0.0000e+00
1.0353e+01	5.9294e+01	-1.1072e+00	7.7404e+00	0.0000e+00	0.0000e+00
1.1294e+01	5.9294e+01	-9.3250e-01	4.1322e+00	0.0000e+00	0.0000e+00
1.2235e+01	5.9294e+01	-5.7181e-01	1.4185e+00	0.0000e+00	0.0000e+00
1.3176e+01	5.9294e+01	-8.6306e-01	3.8747e+00	0.0000e+00	0.0000e+00
1.4118e+01	5.9294e+01	-9.6207e-02	6.3069e+00	0.0000e+00	0.0000e+00
1.5059e+01	5.9294e+01	3.6870e+00	4.0043e+00	0.0000e+00	0.0000e+00
1.6000e+01	5.9294e+01	4.3679e+00	5.4793e+00	0.0000e+00	0.0000e+00
1.6941e+01	5.9294e+01	3.8261e-01	-1.0921e-01	0.0000e+00	0.0000e+00
1.7882e+01	5.9294e+01	2.8732e+00	-2.9714e+00	0.0000e+00	0.0000e+00
1.8824e+01	5.9294e+01	2.9610e+00	3.6974e+00	0.0000e+00	0.0000e+00
1.9765e+01	5.9294e+01	3.3136e+00	4.5355e+00	0.0000e+00	0.0000e+00
2.0706e+01	5.9294e+01	1.2815e+00	1.0703e+01	0.0000e+00	0.0000e+00
2.1647e+01	5.9294e+01	6.5661e-01	7.7949e+00	0.0000e+00	0.0000e+00
2.2588e+01	5.9294e+01	1.8067e+00	4.7400e-01	0.0000e+00	0.0000e+00
2.3529e+01	5.9294e+01	2.1349e-01	5.3347e+00	0.0000e+00	0.0000e+00
2.4471e+01	5.9294e+01	-2.0852e+00	1.3066e+01	0.0000e+00	0.0000e+00
2.5412e+01	5.9294e+01	-1.5950e+00	1.3896e+01	0.0000e+00	0.0000e+00
2.6353e+01	5.9294e+01	2.9595e-01	7.6762e+00	0.0000e+00	0.0000e+00
2.7294e+01	5.9294e+01	1.0935e+00	7.7637e+00	0.0000e+00	0.0000e+00
2.8235e+01	5.9294e+01	1.1191e+00	6.8637e+00	0.0000e+00	0.0000e+00
2.9176e+01	5.9294e+01	-6.5797e-01	7.2923e+00	0.0000e+00	0.0000e+00
3.0118e+01	5.9294e+01	-1.9688e+00	5.2849e+00	0.0000e+00	0.0000e+00
3.1059e+01	5.9294e+01	0.0000e+00	-0.0000e+00	0.0000e+00	0.0000e+00
3.2000e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.2941e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.3882e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.4824e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.5765e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.6706e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.7647e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.8588e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
3.9529e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
4.0471e+01	5.9294e+01	0.0000e+00	-0.0000e+00	1.0000e+00	0.0000e+00
